time,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,hand,pose,orientation,testPerson
0,-47,-26,-10,-15,-7,0,-2,-27,1,0,21,BueBaby!
5,-5,7,31,12,2,1,0,32
10,-3,-7,19,13,3,-1,4,-2
15,1,4,-45,-24,-6,-1,0,3
20,3,-3,3,-13,1,-1,-2,0
25,3,-7,-42,-8,-4,-2,0,-16
30,-12,-5,55,4,0,0,-10,5
35,-8,-5,-2,5,-1,0,12,10
40,8,9,-37,5,3,1,-5,-3
45,-1,0,27,2,-4,-5,-15,-14
50,15,2,1,7,1,0,11,26
55,-11,-9,18,8,2,2,-7,-66
60,46,6,-46,0,-3,-1,-16,23
65,-18,-8,-2,-13,-6,-4,-2,-42
70,-5,-4,-32,18,-2,-1,-2,16
75,-2,-12,17,-47,-16,-6,-3,15
80,6,19,76,26,5,3,-4,-4
85,-4,-16,-23,-8,-4,-4,-6,10
90,-12,6,6,-4,-7,-5,-4,-30
95,2,-12,-43,-7,-2,-4,-3,40
100,-20,-2,50,17,7,3,1,-8
105,45,-2,-88,-36,-4,1,12,1
110,1,4,-2,-7,2,1,5,0
115,-14,16,-2,31,8,2,9,-50
120,8,7,16,-2,0,2,-1,-13
125,3,-2,-7,-9,-4,-3,-1,-9
130,8,5,-47,9,8,3,-5,-16
135,-11,13,73,25,-4,-3,-2,17
140,-6,-15,-37,-11,-4,-4,-3,-12
145,4,-10,2,-18,-2,1,-9,30
150,3,5,3,7,0,1,7,-5
155,7,-4,-37,-3,4,1,-1,-5
160,-4,11,57,15,-2,0,1,2
165,-6,5,40,14,0,-2,-8,-6
170,-7,-19,-36,-20,-6,-3,-3,6
175,5,6,-3,-13,-3,-4,-8,-4
180,3,4,-5,15,7,4,14,10
185,-4,-5,-56,-27,-5,-1,8,5
190,9,11,-50,-13,0,-1,-9,11
195,3,-25,14,-13,-2,0,-14,-22
200,22,32,-31,42,12,3,29,5
205,-40,-26,-83,-7,-4,1,-19,-32
210,2,-14,7,-29,-13,-7,0,11
215,34,15,-23,13,6,3,-3,-15
220,-35,8,2,4,-1,1,3,-8
225,-14,-14,4,-7,7,1,-2,9
230,-14,7,34,4,-3,-2,15,-20
235,-10,-24,-14,0,-9,-8,3,21
240,21,-3,2,-12,-4,0,-10,1
245,25,46,70,38,3,-2,-8,4
250,21,-26,-60,-65,2,13,-25,18
255,-66,-3,114,-14,-15,-16,16,-48
260,2,-22,26,32,6,8,9,-7
265,8,-18,-34,-49,-18,-12,0,0
270,3,27,26,57,10,-1,14,-4
275,37,3,-34,-29,13,0,-23,9
280,-10,-7,-33,-24,-17,-1,32,26
285,5,3,-51,-47,-17,-8,-1,-1
290,-18,14,67,32,9,4,-10,-6
295,22,1,17,59,24,14,33,-13
300,3,-11,-18,-5,10,-1,-32,18
305,24,7,-13,-10,11,-6,-6,15
310,-7,12,48,-4,-24,-6,5,5
315,7,19,44,55,5,-13,-44,-15
320,-8,4,-31,-26,-5,17,33,-11
325,-16,-14,-116,-13,0,11,16,18
330,-59,-33,74,8,-1,-12,0,-55
335,0,11,2,-16,0,9,27,9
340,-8,6,127,54,-3,-16,-46,-5
345,17,7,27,25,14,1,-2,-23
350,13,-16,-95,-51,-3,9,24,59
355,5,-26,-85,-93,-18,0,-6,-4
360,-7,1,98,12,-9,-10,-35,-23
365,-7,19,11,44,14,-3,-19,-12
370,24,15,-4,-9,-2,5,28,38
375,-11,7,33,31,15,6,2,-2
380,14,-27,-26,-22,-18,-27,-23,-5
385,-17,-27,-43,-18,-15,5,-15,-15
390,-38,6,75,37,18,11,-8,-16
395,22,-18,-52,-4,2,3,0,17
400,-12,14,-45,11,-1,5,15,-16
405,2,11,3,34,-3,-17,-15,9
410,15,24,-10,24,2,-10,-34,-25
415,10,-27,-101,-48,-18,2,33,26
420,5,12,80,34,15,-8,-37,-11
425,7,-33,-99,-64,-9,12,37,-1
430,10,22,110,48,4,0,19,3
435,11,14,5,-12,1,-4,-11,-15
440,10,23,76,35,9,3,2,9
445,-24,-40,23,-36,-22,-5,-49,-8
450,18,18,-3,-13,-2,10,35,-5
455,18,34,44,49,6,1,-5,8
460,-36,-54,-127,-99,-12,0,25,9
465,14,17,108,81,12,-2,6,2
470,9,12,-48,-4,0,-9,-46,-19
475,-23,-21,106,28,-1,2,33,14
480,-22,13,-3,-63,-4,7,-8,9
485,27,12,-23,14,5,0,17,-6
490,-2,-34,26,-16,-14,-20,11,5
495,0,29,19,43,8,6,-76,-21
500,22,11,40,-14,3,0,9,1
505,-57,-30,-76,-66,-12,-4,-22,-20
510,10,9,28,16,10,7,-2,18
515,-14,-8,-75,-26,-15,-14,-13,-19
520,19,1,10,7,2,-3,-24,-2
525,0,13,32,22,-1,4,33,19
530,7,5,-23,62,12,-1,-4,9
535,15,-18,-53,-75,-4,2,-7,6
540,-99,-2,34,65,-10,-11,-12,-72
545,40,23,-21,-16,4,4,41,24
550,2,-11,28,1,2,6,-17,4
555,-4,-21,-34,-35,-16,-6,7,-1
560,24,13,106,40,18,8,14,-2
565,-14,9,-14,-21,-9,-10,-7,32
570,-5,-3,-25,-10,-5,0,-5,-12
575,-9,-2,10,-17,-3,1,6,-6
580,23,-5,-63,-22,-3,-8,-7,21
585,-2,6,34,38,12,13,-23,-12
590,7,-8,-51,-31,-2,-7,-18,-12
595,-5,4,-7,11,-2,2,41,-1
600,17,-8,0,20,0,8,-31,27
605,1,-23,-87,-47,-5,-5,-26,24
610,2,0,-15,-7,-4,-2,35,-28
615,-21,11,59,44,10,3,10,-1
620,-8,-3,-25,-51,-8,-6,-29,-10
625,20,-3,16,14,0,-5,-15,-6
630,2,-13,58,18,5,9,10,20
635,0,13,7,23,1,-8,-32,-14
