time,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,hand,pose,orientation,testPerson
0,-5,1,-24,-97,-15,3,4,-26,1,0,15,BueBaby!
5,2,-10,13,94,11,-1,-9,-19
10,-20,-23,-8,20,9,2,-3,-24
15,-15,-11,0,-9,3,3,5,17
20,3,-5,9,13,5,3,13,34
25,1,-1,-13,-56,-22,-2,-1,-23
30,14,15,-1,29,2,-2,-4,25
35,6,3,-7,19,-3,-1,-5,-16
40,-19,-12,27,17,18,0,-4,-14
45,-1,-1,-24,15,9,4,9,1
50,-3,-9,5,-4,-18,-5,-1,15
55,-1,0,-31,-94,-11,-3,8,3
60,-26,11,22,67,-25,-6,-5,-14
65,8,8,18,9,12,6,5,0
70,20,7,2,70,13,5,-9,-3
75,-34,16,-10,-20,-7,-8,3,23
80,-4,3,2,1,0,-1,3,-12
85,17,11,-5,6,1,-1,5,44
90,-13,-4,-10,-52,-16,-3,3,-27
95,16,-8,0,-34,4,7,-3,-13
100,-10,5,12,71,20,-1,-1,3
105,-41,2,-8,-13,-14,-5,-1,47
110,-2,8,-5,-69,-4,-2,2,-24
115,14,4,22,52,3,-4,-2,-2
120,20,-5,-21,-35,-9,-8,-15,-12
125,-22,-10,0,-31,0,2,11,-63
130,-13,-12,7,38,21,4,5,-9
135,-5,-7,-21,50,-15,-8,-8,-17
140,-11,-2,-6,23,-5,-4,-3,3
145,42,8,1,-24,3,2,-10,-27
150,2,9,12,9,20,14,23,-7
155,13,0,3,-28,-6,-1,1,32
160,1,-1,-6,14,5,1,2,-15
165,4,-1,9,38,-7,-11,-13,4
170,-7,-7,17,24,-11,-2,-7,-20
175,-2,-6,8,-55,11,2,5,14
180,-51,-8,-4,59,-9,-3,-1,-50
185,1,-9,-19,-4,15,3,6,93
190,26,-1,4,6,-12,-5,-6,-21
195,-27,-6,9,28,22,7,16,-6
200,-18,9,7,-59,-22,-5,-9,-11
205,-13,-6,6,53,7,3,6,1
210,-12,-1,-10,-62,-20,-9,-7,1
215,8,15,-12,-66,7,4,-5,-14
220,-33,-21,2,57,16,-2,-8,18
225,2,-15,-3,-7,-12,-1,10,-14
230,-2,14,-15,-26,-9,-5,-6,-40
235,-25,-7,8,-4,-3,4,5,77
240,81,10,2,-43,7,6,7,-4
245,-16,-7,6,66,-2,-2,-5,-27
250,-14,-14,-21,-62,-12,-5,-7,21
255,32,9,1,64,6,-4,-1,-6
260,3,4,16,78,30,5,2,8
265,-11,10,-21,-85,-31,-3,3,-19
270,17,-7,3,0,1,-4,-3,22
275,-9,1,2,-11,-5,-2,-5,-41
280,42,5,-41,-1,-19,-3,-1,48
285,6,16,20,36,20,-4,-9,0
290,-8,-4,0,21,-1,-1,0,11
295,-20,-7,6,-14,-2,-1,-2,-7
300,-3,-3,19,11,3,3,1,-19
305,-20,-5,-12,16,11,0,-3,-26
310,39,10,-7,-23,-16,-5,-3,38
315,40,11,13,62,5,-2,-4,-35
320,0,-3,-4,-50,-8,-2,4,12
325,13,-1,5,-48,7,6,3,33
330,-8,-4,1,1,1,-2,1,-36
335,23,-5,-25,-78,-18,-5,0,0
340,-15,5,13,-11,17,5,0,-13
345,4,-13,-2,18,-9,-6,-10,-74
350,40,55,19,-16,24,6,-16,60
355,-51,-20,-12,67,-22,-1,37,-10
360,-34,-21,-9,-96,-15,-8,-6,17
365,9,13,19,32,1,0,-1,-1
370,-38,-8,-14,-74,-3,2,0,16
375,24,5,11,107,19,-4,-16,-17
380,-23,-6,1,-7,-24,-3,7,-19
385,-11,10,-14,-52,-3,1,5,3
390,-14,-16,19,26,-3,-7,-6,-51
395,1,-8,-35,-70,-31,-5,-10,51
400,51,14,-3,34,8,0,1,2
405,-5,8,13,36,17,6,3,-23
410,-12,-14,-42,5,-13,-3,4,4
415,-6,8,32,64,12,-2,-14,-58
420,16,-14,-16,-90,-8,0,1,-7
425,13,17,17,96,10,-3,2,45
430,15,18,-8,-55,-6,5,3,-37
435,-6,-22,-15,71,-14,-6,-7,-1
440,-2,1,12,-5,22,0,-6,-46
445,-3,4,-26,-38,-4,5,9,69
450,4,-14,10,17,-1,-5,-1,-30
455,19,16,9,1,26,7,-11,39
460,8,7,-4,6,-5,5,21,-2
465,29,8,-5,-83,-18,-8,-12,15
470,-38,5,49,97,26,9,6,18
475,18,-16,-82,-82,-32,-14,-24,-59
480,-19,31,9,66,24,1,19,19
485,20,-20,14,62,16,0,-5,-24
490,-23,-21,-9,70,-11,-5,2,34
495,42,8,-8,-116,3,11,8,41
500,-17,-29,14,106,2,-6,-13,-10
505,-93,-18,-13,32,-29,-10,-8,-62
510,40,-4,0,36,14,-2,-4,9
515,-63,-19,6,49,16,-2,6,-11
520,-7,-7,-1,-94,-22,0,-7,32
525,41,-12,-3,22,16,6,4,-16
530,-62,-6,-2,41,6,5,10,77
535,-25,21,14,22,-12,-6,0,-8
540,15,3,13,30,14,2,-4,-4
545,4,5,-3,-20,-9,-8,-11,-25
550,-8,5,3,51,13,8,10,-30
555,-25,-8,13,66,6,-5,-14,5
560,41,2,-25,-77,-9,2,15,69
565,-37,-21,-3,-76,-2,6,4,2
570,-10,-11,16,-2,-31,-13,-5,-39
575,22,11,12,-29,9,0,-1,1
580,-3,-4,6,16,1,3,-13,-22
585,-34,-4,3,-10,6,-2,4,-25
590,0,29,-9,28,5,2,5,69
595,18,-6,-26,-90,-43,-10,-3,-26
600,0,-7,-14,40,-18,-7,-12,-13
605,7,3,-5,15,8,-1,4,18
610,15,-4,-1,-24,-5,-3,-8,-26
615,8,3,14,42,21,14,10,2
620,-29,4,-1,73,-1,-6,1,-29
625,-6,-1,-3,-89,-11,-1,0,9
630,5,-27,-7,34,-2,-7,-8,-35
635,-5,0,11,-8,-4,-3,1,22
640,12,-5,4,-57,11,3,-6,-8
645,-13,8,3,-14,-9,-2,4,42
650,56,9,-30,25,2,5,6,-55
655,43,21,12,5,-3,4,6,45
660,-92,-1,17,72,8,-4,-5,-22
665,9,-11,-9,4,-4,-2,-3,-15
670,-10,6,17,-26,11,1,-5,19
675,1,-8,-26,-28,-27,-7,1,-13
680,42,-2,-1,-10,-6,-2,3,90
685,-18,19,14,55,9,1,-1,-6
690,1,-10,-9,-95,-12,-5,-5,-36
695,10,8,7,8,16,4,2,-26
700,-2,-8,-10,-42,-16,-4,-5,-14
705,2,-5,2,39,16,6,3,4
710,5,-4,2,11,-6,-1,-3,-6
715,-21,-5,7,13,11,-3,-3,21
720,32,4,-18,51,-6,-6,-6,-56
725,21,-9,5,-48,-21,-5,-7,51
730,-9,-5,-10,32,5,1,15,4
735,-1,5,19,-86,10,9,4,-11
740,-5,-5,-10,-65,-8,-12,-12,4
745,12,-1,-6,29,1,-1,0,-5
750,-8,-6,-4,-52,3,-2,-4,10
755,-20,-3,7,49,6,8,-1,-61
760,-1,-2,6,-23,5,7,9,41
765,10,-6,-1,-66,-19,-8,-3,-6
770,4,32,13,31,11,-1,-6,1
775,-12,-2,-14,-41,10,2,-14,-75
780,8,-4,9,99,6,3,15,61
785,41,0,-8,4,-1,-1,10,81
790,-4,-9,6,45,1,1,8,17
795,-10,-3,12,-63,-5,-6,-9,-57
800,0,-13,-10,-2,3,0,-10,27
805,29,35,10,-25,-8,7,15,-18
810,18,-24,-11,-15,-20,-6,-4,5
815,-16,4,8,45,0,-7,4,19
820,-15,1,-9,6,7,1,-13,-43
825,-18,-5,27,51,20,3,1,-34
830,8,-11,-18,-93,-2,3,-4,-3
835,19,-3,-5,9,-26,-9,-4,25
840,-54,5,-7,12,2,0,2,-31
845,7,-2,-7,-17,5,1,-7,-28
850,38,-6,-5,59,6,-5,-10,-56
855,31,1,26,67,28,7,10,41
860,31,22,0,-75,-16,0,-2,23
865,-28,-18,-40,45,-2,-9,-4,7
870,-6,19,-5,-85,-2,1,-8,-13
875,-8,-13,-7,-3,-20,-8,0,-4
880,9,3,6,5,-8,-5,-8,-33
885,1,2,6,47,17,6,-2,-7
890,11,24,-12,-90,-27,-1,3,22
895,-4,11,1,105,26,3,2,37
900,-2,-4,5,-62,-3,3,7,-5
905,35,-4,11,56,6,-6,-15,-53
910,-63,-10,6,66,13,-2,-2,3
915,8,-6,-20,-120,-20,4,8,18
920,11,5,-2,69,10,-3,-9,-41
925,-3,-23,-5,-9,-13,-5,-2,-35
930,6,-1,29,31,10,3,3,40
935,7,7,-16,21,3,-3,-3,6
940,-4,-22,18,40,4,3,0,-46
945,-23,17,-34,-6,12,5,-4,4
950,-10,-10,7,-43,-59,-11,6,4
955,-40,-5,-1,69,1,-8,-10,-7
960,11,2,12,-59,6,3,-1,-9
965,-11,-3,-6,13,-2,1,-1,7
970,20,9,-8,0,23,5,0,8
975,-49,-11,22,-36,-5,1,2,-46
980,32,9,-44,-3,-28,-4,2,14
985,-55,-16,17,-28,-3,-6,-2,-8
990,21,3,-4,51,25,7,-3,-49
995,38,10,-19,-83,-13,1,14,89
1000,-9,0,44,111,36,6,-4,23
1005,-1,-5,-81,-128,-55,-8,0,-3
1010,13,-5,44,127,14,-3,-1,-10
1015,-50,4,43,63,20,-2,-15,-42
1020,-64,-12,-17,-125,-29,-1,6,3
1025,37,1,-17,65,3,-10,-2,11
1030,-7,-10,-6,8,6,1,-10,12
1035,47,3,9,63,1,0,5,-30
1040,12,-9,-4,-4,13,3,-4,11
1045,-39,-3,35,13,11,5,15,33
1050,14,-7,-31,43,-15,-2,-3,-27
1055,-30,-9,-20,-11,4,-3,-8,10
1060,25,-15,9,-19,4,5,1,-35
1065,-63,-15,2,16,2,-2,9,-26
1070,-43,-10,-7,-33,7,6,-3,46
1075,23,-22,-30,-69,1,0,1,-7
1080,-55,8,3,43,-9,-7,-8,-25
1085,7,8,6,-59,-10,-2,-5,23
1090,9,7,14,-4,11,2,1,-12
1095,18,-10,-10,21,-8,-4,1,23
1100,13,-12,-9,-10,-5,-4,-5,-12
1105,37,2,10,26,6,5,5,5
1110,-13,-1,-13,-89,-30,-11,-5,22
1115,-50,-10,4,5,14,7,-7,31
1120,-11,23,6,74,1,-4,11,18
1125,22,10,24,-16,-13,0,-5,-19
1130,23,-3,-3,48,16,5,-1,5
1135,10,5,-3,2,-1,-1,-12,4
1140,19,14,-17,-4,10,6,17,9
1145,-18,-2,20,5,12,2,-1,24
1150,9,4,-13,67,0,3,3,19
1155,2,2,-6,-81,-23,-2,5,-11
1160,36,4,5,47,24,0,-6,-7
1165,7,9,9,31,-1,2,-5,-65
1170,40,20,1,79,14,0,5,29
1175,58,-5,-36,-53,-69,-10,6,-5
1180,-77,-16,1,42,19,0,-8,-8
1185,40,-1,-2,-53,-10,-1,-4,-29
1190,-85,-20,9,0,16,-2,4,20
1195,18,46,16,-24,7,1,-3,-26
1200,18,18,-15,-113,-36,-8,3,-34
1205,5,3,-7,53,12,4,-4,9
1210,29,-14,-24,-125,-16,-6,0,35
1215,-48,-12,22,71,22,0,2,-8
1220,7,-7,-12,-4,-3,-5,-12,4
1225,-8,-13,17,68,29,4,-6,-13
1230,39,26,-36,-108,-26,1,12,6
1235,-13,-18,-5,-4,-20,-6,0,-2
1240,44,0,11,7,11,4,2,9
1245,-19,-12,-23,-30,-16,-3,-1,31
1250,-2,8,22,18,4,2,-9,-23
1255,-43,1,6,55,29,4,0,53
1260,-4,-6,-13,-88,-40,-11,-8,-10
1265,-56,-3,-4,31,13,4,8,-6
1270,-35,-15,8,-13,-12,-14,-18,-40
1275,6,1,26,-26,-3,7,15,2
1280,-39,-16,12,97,30,-2,-4,-5
1285,11,8,-8,-24,-17,-1,-1,40
1290,-33,1,19,-36,5,2,1,-12
1295,3,-10,-57,-10,-15,-8,-19,-22
1300,15,31,14,-45,-19,-8,12,-5
1305,72,8,-19,0,-21,-3,-1,4
1310,0,-11,-6,-31,13,4,3,-26
1315,32,22,8,4,10,5,2,-40
1320,-73,-25,-8,8,-2,0,-3,49
1325,53,47,9,32,-5,-8,-3,63
1330,19,13,1,-33,3,8,14,9
1335,0,-9,-1,7,-7,-4,-4,1
1340,9,-1,-20,-9,-3,4,1,-13
1345,-24,-12,56,119,30,1,-5,-28
1350,4,-16,-46,-12,-34,-10,-11,2
1355,-29,8,8,-2,13,1,5,-15
1360,29,12,14,20,16,5,3,9
1365,-9,-6,-13,-100,-33,-4,-4,-4
1370,5,-6,28,104,37,2,1,-14
1375,-6,-13,-18,6,-18,-9,-7,-9
1380,25,-2,5,96,-7,-2,-5,-15
1385,21,-8,-30,-121,-9,-6,-6,-6
1390,-20,7,-3,25,-3,3,8,-8
1395,13,-1,8,11,23,7,4,13
1400,17,8,24,51,0,-3,-3,14
1405,-8,-12,-12,3,0,-4,-9,-31
1410,-6,1,3,-5,3,2,4,-32
1415,-6,2,10,19,23,6,-1,37
1420,22,2,-4,-18,-37,-4,-7,6
1425,-25,-6,-7,11,9,3,17,-31
1430,-42,-22,7,-53,-9,-4,-8,-5
1435,-13,-6,-22,-19,-18,-10,-5,-2
1440,-2,-1,1,-14,11,6,-4,-5
1445,-16,-5,-10,12,-7,-6,-2,5
1450,23,7,-2,-48,10,7,3,8
1455,6,-4,15,123,7,-1,-2,-17
1460,-11,-3,-1,-28,0,-3,-1,-7
1465,-4,1,11,22,19,3,-2,26
1470,2,1,16,86,-17,-8,-4,-31
1475,32,-7,5,-62,9,3,7,20
1480,4,-6,-21,-43,-17,-4,10,13
1485,-1,11,23,47,13,7,2,26
1490,0,-1,-15,26,3,-2,-8,-4
1495,2,-3,10,17,7,4,-4,-39
1500,-53,1,7,29,4,-3,1,-23
1505,28,10,-1,-56,-8,1,0,9
1510,-2,-8,-7,50,-5,-6,-4,4
1515,-14,0,0,-1,-3,-2,-3,-11
1520,3,-3,-13,-49,7,3,-3,-26
1525,-13,-4,5,67,2,-1,-2,10
1530,-3,10,3,-31,-7,-1,1,10
1535,18,13,17,-52,10,9,4,15
1540,0,-6,-31,97,6,-9,-5,-37
1545,7,-13,0,47,-11,-4,4,30
1550,3,-1,-2,3,3,3,2,7
1555,-2,-1,8,19,11,3,2,8
1560,11,2,10,-36,13,5,-5,6
1565,-17,-10,-18,-19,-6,-2,-5,-31
1570,2,6,8,-33,-11,-4,2,5
1575,0,2,-8,22,-2,-2,1,-1
1580,-1,-1,4,-16,-1,2,-5,-1
1585,-2,-1,-4,-4,5,-3,0,27
1590,-19,-4,0,2,-2,0,-3,-1
1595,-8,-1,-3,-3,-15,-7,-5,-2
1600,4,2,2,-22,-4,1,2,11
1605,-10,-5,2,-9,0,1,-3,-21
1610,9,2,-7,59,8,2,-1,-2
1615,-5,-5,2,12,-7,-8,-1,1
1620,1,-3,6,3,-4,-3,-3,9
